TASKID,task_id,task_type,pro_type,pro_size,pro_weight,status,pickup_lat,pickup_long,pickup_datetime,del_lat,del_long,del_tentativetime,worker_accepttime,worker_pickup_loc_datetime,worker_del_loc_datetime,trip_time_inhrs,req-rating,wor-rating,worker_id,profile_id,pickup,dropof,price
TID_3675,3675,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,25.49768779,85.31407606,06/01/2022 18:50,25.60850698,85.08983205,11/01/2022 22:11,06/01/2022,06/01/2020 18:50,11/01/2020 22:11,03:20:25,3.9,2,64,15,"Sri Krishnapuri, Patna, Bihar","B.V. College, Patna, Bihar",500
TID_3676,3676,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,23.52526792,87.26442435,10/01/2022 22:17,22.95210237,88.4570148,11/01/2022 20:46,10/01/2022,10/01/2020 22:17,11/01/2020 20:46,22:28:56,4.2,5,65,16,"Sonai, Kolkata, West Bengal","Kataganj, Nadia, West Bengal",500
TID_3677,3677,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,23.67348,86.129379,10/01/2022 22:34,22.22308089,84.66622116,11/01/2022 17:16,10/01/2022,10/01/2020 22:34,11/01/2020 17:16,18:41:48,4.1,3,66,16,"Bokaro Steel City, Bokaro, Jharkhand","Dumerjore, Sundergarh, Odisha",450
TID_3678,3678,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,09/01/2022 16:33,19.311785,76.340573,11/01/2022 16:50,09/01/2022,09/01/2020 16:33,11/01/2020 16:50,00:16:15,4.4,3,67,16,"Kalamboli Node, Raigarh, Maharashtra","Pathargavan, Parbhani, Maharashtra",400
TID_3679,3679,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,16.56019225,80.79229309,30/11/2021 15:17,23.042185,72.697893,10/01/2022 15:50,30/11/2021,30/11/2019 15:17,10/01/2020 15:50,00:32:10,4.3,3,68,16,"Changodar, Ahmedabad, Gujarat","Zanu, Ahmedabad, Gujarat",500
TID_3680,3680,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.18918,72.552278,21/12/2021 15:06,22.316674,73.118733,11/01/2022 12:56,21/12/2021,21/12/2019 15:06,11/01/2020 12:56,21:49:06,4.9,4,69,16,"Shertha, Gandhinagar, Gujarat","Sevasi, Vadodara, Gujarat",200
TID_3681,3681,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,26.1922904,91.75127678,19/10/2021 18:01,28.624814,77.21377,23/10/2021 13:12,19/10/2021,19/10/2019 18:01,23/10/2019 13:12,19:10:36,4.3,4,70,16,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",400
TID_3682,3682,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,26.1922904,91.75127678,19/09/2021 16:16,28.578231,77.04961,28/09/2021 13:58,19/09/2021,19/09/2019 16:16,28/09/2019 13:58,21:41:44,2.6,4,1,17,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",300
TID_3683,3683,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,07/01/2022 12:52,12.995898,80.173557,10/01/2022 20:41,07/01/2022,07/01/2020 12:52,10/01/2020 20:41,07:48:48,4.9,3,2,17,"Manali, Tiruvallur, Tamil Nadu","St.Thomas Mount, Kanchipuram, Tamil Nadu",200
TID_3684,3684,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,13.167655,80.271159,07/01/2022 12:46,12.829465,80.209822,10/01/2022 20:41,07/01/2022,07/01/2020 12:46,10/01/2020 20:41,07:54:43,4.9,4,3,17,"Manali, Tiruvallur, Tamil Nadu","Thaiyur, Kanchipuram, Tamil Nadu",100
TID_3685,3685,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,07/01/2022 12:52,12.995898,80.173557,10/01/2022 20:41,07/01/2022,07/01/2020 12:52,10/01/2020 20:41,07:48:45,3.5,2,4,17,"Manali, Tiruvallur, Tamil Nadu","St.Thomas Mount, Kanchipuram, Tamil Nadu",150
TID_3686,3686,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,16.56019225,80.79229309,31/12/2021 15:58,24.176119,72.449485,10/01/2022 17:56,31/12/2021,31/12/2019 15:58,10/01/2020 17:56,01:57:05,4.2,2,5,17,"Changodar, Ahmedabad, Gujarat","Hathidra, Banaskantha, Gujarat",250
TID_3687,3687,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,13.167655,80.271159,21/12/2021 10:31,12.520054,80.131693,23/12/2021 09:30,21/12/2021,21/12/2019 10:31,23/12/2019 09:30,22:58:23,4.9,5,6,17,"Manali, Tiruvallur, Tamil Nadu","Melprumal Chery, Kanchipuram, Tamil Nadu",275
TID_3688,3688,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,06/01/2022 10:15,13.10158,80.257223,07/01/2022 18:20,06/01/2022,06/01/2020 10:15,07/01/2020 18:20,08:04:33,4.9,4,7,18,"Manali, Tiruvallur, Tamil Nadu","Perambur Barracks, Chennai, Tamil Nadu",300
TID_3689,3689,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,16.56019225,80.79229309,09/01/2022 10:28,22.445263,73.146762,10/01/2022 15:50,09/01/2022,09/01/2020 10:28,10/01/2020 15:50,05:21:30,4.9,3,8,18,"Changodar, Ahmedabad, Gujarat","Pilol, Vadodara, Gujarat",200
TID_3690,3690,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,16.56019225,80.79229309,09/01/2022 10:28,22.445263,73.146762,10/01/2022 15:50,09/01/2022,09/01/2020 10:28,10/01/2020 15:50,05:21:30,4.9,3,9,18,"Changodar, Ahmedabad, Gujarat","Pilol, Vadodara, Gujarat",200
TID_3691,3691,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,09/01/2022 10:28,22.454617,73.453378,10/01/2022 15:50,09/01/2022,09/01/2020 10:28,10/01/2020 15:50,05:21:30,4.9,5,10,18,"Changodar, Ahmedabad, Gujarat","Varsda, Panch Mahals, Gujarat",249
TID_3692,3692,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,23.18918,72.552278,01/01/2022 21:39,21.724939,72.886993,10/01/2022 16:01,01/01/2022,01/01/2020 21:39,10/01/2020 16:01,18:21:25,4.9,2,11,18,"Shertha, Gandhinagar, Gujarat","Argama, Bharuch, Gujarat",600
TID_3693,3693,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,05/12/2021 10:19,23.098155,72.59861,10/01/2022 15:50,05/12/2021,05/12/2019 10:19,10/01/2020 15:50,05:30:20,4.9,2,12,18,"Changodar, Ahmedabad, Gujarat","Motera, Ahmedabad, Gujarat",200
TID_3694,3694,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,16.56019225,80.79229309,31/12/2021 15:58,24.176119,72.449485,10/01/2022 16:47,31/12/2021,31/12/2019 15:58,10/01/2020 16:47,00:48:04,4.9,3,13,18,"Changodar, Ahmedabad, Gujarat","Hathidra, Banaskantha, Gujarat",200
TID_3695,3695,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,20.606146,85.981534,06/01/2022 21:10,21.825042,85.705112,10/01/2022 15:50,06/01/2022,06/01/2020 21:10,10/01/2020 15:50,18:39:10,3.3,4,14,18,"Garudagaon, Cuttack, Odisha","Badadumuria, Kendujhar, Odisha",250
TID_3696,3696,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,26.18561964,91.84358193,06/01/2022 18:08,26.330421,91.004055,10/01/2022 15:50,06/01/2022,06/01/2020 18:08,10/01/2020 15:50,21:41:20,4.9,3,15,18,"Narangi, Kamrup, Assam","Barpeta, Barpeta, Assam",300
TID_3697,3697,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,23.52526792,87.26442435,06/01/2022 18:55,22.86817918,88.7156282,10/01/2022 15:50,06/01/2022,06/01/2020 18:55,10/01/2020 15:50,20:54:54,4.9,3,16,18,"Sonai, Kolkata, West Bengal","Pomlakrai, East Khasi Hills, Meghalaya",300
TID_3698,3698,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.52526792,87.26442435,06/01/2022 18:55,22.95210237,88.4570148,10/01/2022 15:50,06/01/2022,06/01/2020 18:55,10/01/2020 15:50,20:54:54,4.9,4,17,18,"Sonai, Kolkata, West Bengal","Indrapur, Kamrup, Assam",200
TID_3699,3699,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.18918,72.552278,31/12/2021 15:58,21.7133712,72.9984375,10/01/2022 16:39,31/12/2021,31/12/2019 15:58,10/01/2020 16:39,00:40:04,4.9,5,18,18,"Shertha, Gandhinagar, Gujarat","Bharuch, Bharuch, Gujarat",300
TID_3700,3700,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,26.1922904,91.75127678,06/01/2022 18:55,23.386802,87.137925,10/01/2022 15:50,06/01/2022,06/01/2020 18:55,10/01/2020 15:50,20:54:54,4.9,5,19,18,"Kuldanga, Howrah, West Bengal","Kapista, Bankura, West Bengal",200
TID_3701,3701,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,26/12/2021 17:35,19.117626,72.932769,10/01/2022 16:48,26/12/2021,26/12/2019 17:35,10/01/2020 16:48,23:12:38,3.3,2,20,18,"Kalamboli Node, Raigarh, Maharashtra","Tagore Nagar, Mumbai, Maharashtra",300
TID_3702,3702,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,23.18918,72.552278,31/12/2021 15:58,24.176119,72.449485,10/01/2022 15:50,31/12/2021,31/12/2019 15:58,10/01/2020 15:50,23:51:02,4.9,2,21,18,"Shertha, Gandhinagar, Gujarat","Hathidra, Banaskantha, Gujarat",300
TID_3703,3703,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,26.18561964,91.84358193,31/12/2021 17:56,26.688955,92.688447,10/01/2022 15:50,31/12/2021,31/12/2019 17:56,10/01/2020 15:50,21:53:22,4.7,1,22,18,"Narangi, Kamrup, Assam","Khelmati, Sonitpur, Assam",850
TID_3704,3704,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.18918,72.552278,31/12/2021 15:58,24.176119,72.449485,10/01/2022 16:19,31/12/2021,31/12/2019 15:58,10/01/2020 16:19,00:20:03,4.4,3,23,18,"Shertha, Gandhinagar, Gujarat","Hathidra, Banaskantha, Gujarat",300
TID_3705,3705,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,10/01/2022 12:55,13.19908918,77.70855423,10/01/2022 16:55,10/01/2022,10/01/2020 12:55,10/01/2020 16:55,04:00:11,4.3,1,24,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",300
TID_3706,3706,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,17.46801628,78.21813292,08/01/2022 14:03,17.556417,78.099421,10/01/2022 14:11,08/01/2022,08/01/2020 14:03,10/01/2020 14:11,00:07:23,4,3,25,18,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",250
TID_3707,3707,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.5094,80.82117,07/01/2022 14:56,16.823398,80.074446,10/01/2022 14:11,07/01/2022,07/01/2020 14:56,10/01/2020 14:11,23:14:08,4.4,2,26,18,"Gopavarapugudem, Krishna, Andhra Pradesh","Muktyala, Krishna, Andhra Pradesh",150
TID_3708,3708,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,16.5094,80.82117,07/01/2022 14:56,16.823398,80.074446,10/01/2022 14:11,07/01/2022,07/01/2020 14:56,10/01/2020 14:11,23:14:29,3.8,6,27,18,"Gopavarapugudem, Krishna, Andhra Pradesh","Muktyala, Krishna, Andhra Pradesh",250
TID_3709,3709,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.67348,86.129379,06/11/2021 14:47,22.95210237,88.4570148,11/11/2021 08:08,06/11/2021,06/11/2019 14:47,11/11/2019 08:08,17:20:28,4.2,2,28,18,"Bokaro Steel City, Bokaro, Jharkhand","Kataganj, Nadia, West Bengal",350
TID_3710,3710,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,09/01/2022 14:34,13.19908918,77.70855423,10/01/2022 14:10,09/01/2022,09/01/2020 14:34,10/01/2020 14:10,23:35:56,4.9,3,29,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",800
TID_3711,3711,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,16.56019225,80.79229309,07/01/2022 17:42,19.137252,72.89733,10/01/2022 12:31,07/01/2022,07/01/2020 17:42,10/01/2020 12:31,18:48:07,4.6,1,30,18,"Kalamboli Node, Raigarh, Maharashtra","NITIE, Mumbai, Maharashtra",100
TID_3712,3712,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.56019225,80.79229309,09/01/2022 14:34,13.19908918,77.70855423,10/01/2022 09:10,09/01/2022,09/01/2020 14:34,10/01/2020 09:10,18:35:58,4.9,3,31,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",300
TID_3713,3713,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,16.56019225,80.79229309,09/01/2022 14:25,13.19908918,77.70855423,10/01/2022 06:40,09/01/2022,09/01/2020 14:25,10/01/2020 06:40,16:14:45,4.9,3,32,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",750
TID_3714,3714,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,16.56019225,80.79229309,09/01/2022 14:34,13.19908918,77.70855423,10/01/2022 05:25,09/01/2022,09/01/2020 14:34,10/01/2020 05:25,14:50:47,4.2,3,33,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",500
TID_3715,3715,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,09/01/2022 14:25,13.19908918,77.70855423,10/01/2022 01:40,09/01/2022,09/01/2020 14:25,10/01/2020 01:40,11:14:39,4.2,4,34,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",400
TID_3716,3716,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,28.658633,77.438643,29/11/2021 19:46,29.660051,77.724463,08/12/2021 11:24,29/11/2021,29/11/2019 19:46,08/12/2019 11:24,15:37:10,4.9,2,35,18,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","Sanpla Khatri, Saharanpur, Uttar Pradesh",150
TID_3717,3717,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.56019225,80.79229309,26/12/2021 17:35,18.874262,72.957868,21/01/2022 09:57,26/12/2021,26/12/2019 17:35,21/01/2020 09:57,16:21:38,4.9,5,36,18,"Kalamboli Node, Raigarh, Maharashtra","Uran, Raigarh, Maharashtra",300
TID_3718,3718,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,16.56019225,80.79229309,07/01/2022 12:48,12.995898,80.173557,10/01/2022 20:41,07/01/2022,07/01/2020 12:48,10/01/2020 20:41,07:52:50,4.9,1,37,18,"Manali, Tiruvallur, Tamil Nadu","St.Thomas Mount, Kanchipuram, Tamil Nadu",200
TID_3719,3719,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.18918,72.552278,31/12/2021 15:58,21.7133712,72.9984375,10/01/2022 16:11,31/12/2021,31/12/2019 15:58,10/01/2020 16:11,00:12:02,4.9,2,38,18,"Shertha, Gandhinagar, Gujarat","Bharuch, Bharuch, Gujarat",450
TID_3720,3720,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.18918,72.552278,31/12/2021 15:58,21.7133712,72.9984375,10/01/2022 16:19,31/12/2021,31/12/2019 15:58,10/01/2020 16:19,00:20:04,4.9,2,39,18,"Shertha, Gandhinagar, Gujarat","Bharuch, Bharuch, Gujarat",360
TID_3721,3721,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,07/01/2022 17:42,18.998875,72.854548,21/01/2022 09:50,07/01/2022,07/01/2020 17:42,21/01/2020 09:50,16:07:07,4.9,2,40,18,"Kalamboli Node, Raigarh, Maharashtra","Sewri, Mumbai, Maharashtra",175
TID_3722,3722,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,16.56019225,80.79229309,07/01/2022 17:42,19.106367,72.889947,29/01/2022 10:20,07/01/2022,07/01/2020 17:42,29/01/2020 10:20,16:37:07,4.2,6,41,18,"Kalamboli Node, Raigarh, Maharashtra","Vihar Road, Mumbai, Maharashtra",200
TID_3723,3723,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,28.658633,77.438643,26/12/2021 20:33,29.660051,77.724463,23/01/2022 11:28,26/12/2021,26/12/2019 20:33,23/01/2020 11:28,14:54:30,3.9,3,42,18,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","Sanpla Khatri, Saharanpur, Uttar Pradesh",400
TID_3724,3724,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,26.18561964,91.84358193,27/12/2021 19:57,25.525186,91.867201,10/01/2022 15:50,27/12/2021,27/12/2019 19:57,10/01/2020 15:50,19:52:53,3.8,2,43,18,"Narangi, Kamrup, Assam","Pomlakrai, East Khasi Hills, Meghalaya",300
TID_3725,3725,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,28/12/2021 12:49,19.230592,72.866317,10/01/2022 15:13,28/12/2021,28/12/2019 12:49,10/01/2020 15:13,02:23:31,3.5,5,44,18,"Kalamboli Node, Raigarh, Maharashtra","Magthane, Mumbai, Maharashtra",300
TID_3726,3726,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,02/01/2022 17:17,19.137252,72.89733,03/02/2022 16:04,02/01/2022,02/01/2020 17:17,03/02/2020 16:04,22:46:49,4.9,2,45,18,"Kalamboli Node, Raigarh, Maharashtra","NITIE, Mumbai, Maharashtra",300
TID_3727,3727,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,26.18561964,91.84358193,31/12/2021 17:56,26.688955,92.688447,23/01/2022 14:42,31/12/2021,31/12/2019 17:56,23/01/2020 14:42,20:45:29,3.9,2,46,18,"Narangi, Kamrup, Assam","Khelmati, Sonitpur, Assam",250
TID_3728,3728,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.18918,72.552278,09/01/2022 10:28,21.606548,73.009534,10/01/2022 15:50,09/01/2022,09/01/2020 10:28,10/01/2020 15:50,05:21:30,4.9,3,47,18,"Shertha, Gandhinagar, Gujarat","Kapodra, Bharuch, Gujarat",600
TID_3729,3729,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,16.56019225,80.79229309,09/01/2022 14:25,13.19908918,77.70855423,10/01/2022 00:10,09/01/2022,09/01/2020 14:25,10/01/2020 00:10,09:44:53,4.9,6,48,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",1000
TID_3730,3730,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,25/12/2021 19:52,19.031831,73.105454,09/01/2022 10:59,25/12/2021,25/12/2019 19:52,09/01/2020 10:59,15:06:15,2.7,6,49,18,"Kalamboli Node, Raigarh, Maharashtra","Kalamboli Node, Raigarh, Maharashtra",300
TID_3731,3731,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,20/12/2021 19:50,18.998875,72.854548,09/01/2022 11:06,20/12/2021,20/12/2019 19:50,09/01/2020 11:06,15:15:34,2.6,6,50,18,"Kalamboli Node, Raigarh, Maharashtra","Sewri, Mumbai, Maharashtra",300
TID_3732,3732,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,16.56019225,80.79229309,28/12/2021 11:46,19.117626,72.932769,09/01/2022 11:41,28/12/2021,28/12/2019 11:46,09/01/2020 11:41,23:54:46,4.9,2,51,18,"Kalamboli Node, Raigarh, Maharashtra","Tagore Nagar, Mumbai, Maharashtra",300
TID_3733,3733,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,08/01/2022 16:53,13.19908918,77.70855423,09/01/2022 05:10,08/01/2022,08/01/2020 16:53,09/01/2020 05:10,12:16:09,4.2,2,52,18,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",150
TID_3734,3734,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,21.152184,79.096731,27/12/2021 15:47,13.118723,77.68797,17/01/2022 17:56,27/12/2021,27/12/2019 15:47,17/01/2020 17:56,02:08:30,4.3,5,53,18,"Jogeshwari East, Mumbai, Maharashtra","Bandikodigehalli, Bangalore, Karnataka",400
TID_3735,3735,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.52526792,87.26442435,23/12/2021 19:55,23.121174,88.192551,08/01/2022 22:32,23/12/2021,23/12/2019 19:55,08/01/2020 22:32,02:36:47,4.2,4,54,18,"Sonai, Kolkata, West Bengal","Boinchi, Hooghly, West Bengal",250
TID_3736,3736,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,20.606146,85.981534,06/01/2022 20:27,21.825042,85.705112,08/01/2022 21:32,06/01/2022,06/01/2020 20:27,08/01/2020 21:32,01:04:12,4.9,4,55,18,"Garudagaon, Cuttack, Odisha","Badadumuria, Kendujhar, Odisha",300
TID_3737,3737,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.56019225,80.79229309,06/01/2022 21:06,20.829132,84.206799,08/01/2022 21:55,06/01/2022,06/01/2020 21:06,08/01/2020 21:55,00:48:09,4.9,3,56,18,"Garudagaon, Cuttack, Odisha","Boudh Court, Boudh, Odisha",1000
TID_3738,3738,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.52526792,87.26442435,18/12/2021 17:04,25.64171901,88.12781913,10/01/2022 15:50,18/12/2021,18/12/2019 17:04,10/01/2020 15:50,22:45:23,4.9,2,57,18,"Sonai, Kolkata, West Bengal","Rashbehari Market, North Dinajpur, West Bengal",500
TID_3739,3739,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,22.2203811,84.86057172,30/12/2021 18:57,22.2000687,84.84701095,08/01/2022 21:09,30/12/2021,30/12/2019 18:57,08/01/2020 21:09,02:11:05,4.3,4,58,18,"Rourkela - 10, Sundergarh, Odisha","Rourkela - 11, Sundergarh, Odisha",200
TID_3740,3740,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,22.23162765,84.86986842,30/12/2021 18:57,22.22308089,84.66622116,08/01/2022 21:09,30/12/2021,30/12/2019 18:57,08/01/2020 21:09,02:11:05,4.3,1,59,18,"Rourkela - 10, Sundergarh, Odisha","Dumerjore, Sundergarh, Odisha",350
TID_3741,3741,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,24/12/2021 19:50,20.46468,83.314802,08/01/2022 18:56,24/12/2021,24/12/2019 19:50,08/01/2020 18:56,23:05:27,3.7,2,60,18,"Garudagaon, Cuttack, Odisha","Ampali, Balangir, Odisha",250
TID_3742,3742,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,20.606146,85.981534,24/12/2021 19:57,21.825042,85.705112,08/01/2022 18:56,24/12/2021,24/12/2019 19:57,08/01/2020 18:56,22:58:08,4.9,4,61,18,"Garudagaon, Cuttack, Odisha","Badadumuria, Kendujhar, Odisha",400
TID_3743,3743,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,24/12/2021 20:07,24.13646,91.810936,08/01/2022 18:56,24/12/2021,24/12/2019 20:07,08/01/2020 18:56,22:48:24,3.9,6,62,18,"Garudagaon, Cuttack, Odisha","Dapalla, Boudh, Odisha",250
TID_3744,3744,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,16.56019225,80.79229309,05/12/2021 21:54,12.937253,77.527177,08/12/2021 10:32,05/12/2021,05/12/2019 21:54,08/12/2019 10:32,12:37:35,4.4,3,63,18,"Mugabala, Bangalore Rural, Karnataka","Nayandahalli, Bangalore, Karnataka",300
TID_3745,3745,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.5094,80.82117,07/01/2022 14:53,16.823398,80.074446,10/01/2022 14:11,07/01/2022,07/01/2020 14:53,10/01/2020 14:11,23:17:17,4.9,2,64,18,"Gopavarapugudem, Krishna, Andhra Pradesh","Muktyala, Krishna, Andhra Pradesh",400
TID_3746,3746,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,06/01/2022 10:15,13.10158,80.257223,08/01/2022 10:15,06/01/2022,06/01/2020 10:15,08/01/2020 10:15,23:59:36,4.9,3,65,18,"Manali, Tiruvallur, Tamil Nadu","Perambur Barracks, Chennai, Tamil Nadu",300
TID_3747,3747,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,16.56019225,80.79229309,03/01/2022 16:27,12.829465,80.209822,08/01/2022 10:15,03/01/2022,03/01/2020 16:27,08/01/2020 10:15,17:47:34,4.6,4,66,18,"Manali, Tiruvallur, Tamil Nadu","Thaiyur, Kanchipuram, Tamil Nadu",500
TID_3748,3748,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,03/01/2022 16:28,12.829465,80.209822,08/01/2022 10:15,03/01/2022,03/01/2020 16:28,08/01/2020 10:15,17:46:53,4.9,3,67,18,"Manali, Tiruvallur, Tamil Nadu","Thaiyur, Kanchipuram, Tamil Nadu",200
TID_3749,3749,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,16.56019225,80.79229309,03/01/2022 16:28,12.829465,80.209822,08/01/2022 10:15,03/01/2022,03/01/2020 16:28,08/01/2020 10:15,17:46:51,4.5,5,68,18,"Manali, Tiruvallur, Tamil Nadu","Thaiyur, Kanchipuram, Tamil Nadu",300
TID_3750,3750,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,03/01/2022 16:37,12.829465,80.209822,08/01/2022 10:15,03/01/2022,03/01/2020 16:37,08/01/2020 10:15,17:37:31,3.7,2,69,18,"Manali, Tiruvallur, Tamil Nadu","Thaiyur, Kanchipuram, Tamil Nadu",300
TID_3751,3751,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,23.675623,86.096278,31/12/2021 16:25,24.42528992,86.92592012,11/01/2022 17:16,31/12/2021,31/12/2019 16:25,11/01/2020 17:16,00:50:55,4.9,5,70,18,"B.S.City Plant, Bokaro, Jharkhand","Satpahari, Dumka, Jharkhand",500
TID_3752,3752,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,23.52526792,87.26442435,30/12/2021 19:26,22.95210237,88.4570148,10/01/2022 15:50,30/12/2021,30/12/2019 19:26,10/01/2020 15:50,20:23:54,4.8,3,1,18,"Sonai, Kolkata, West Bengal","Kataganj, Nadia, West Bengal",300
TID_3753,3753,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,22.917969,72.413979,31/12/2021 15:58,21.7133712,72.9984375,10/01/2022 16:25,31/12/2021,31/12/2019 15:58,10/01/2020 16:25,00:26:03,4.7,1,2,18,"Changodar, Ahmedabad, Gujarat","Bharuch, Bharuch, Gujarat",1200
TID_3754,3754,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,20.606146,85.981534,06/01/2022 18:37,20.73974172,86.11676944,08/01/2022 21:55,06/01/2022,06/01/2020 18:37,08/01/2020 21:55,03:17:32,4.9,2,3,18,"Garudagaon, Cuttack, Odisha","Samantarapur, Jajapur, Odisha",200
